event_id,user_id,event_date,device,source,session_duration,feature_used,purchase_made,purchase_amount,is_after_update,is_problem_segment
74,user_0003,2024-02-06,android,yandex_direct,1.0,False,False,0.0,True,False
75,user_0003,2024-02-07,android,yandex_direct,6.6,True,False,0.0,True,False
76,user_0003,2024-02-08,android,yandex_direct,5.2,True,False,0.0,True,False
77,user_0003,2024-02-09,android,yandex_direct,4.4,False,False,0.0,True,False
78,user_0004,2024-03-01,ios,tiktok,5.2,False,False,0.0,True,False
79,user_0004,2024-03-02,ios,tiktok,1.0,True,False,0.0,True,False
80,user_0004,2024-03-03,ios,tiktok,4.6,False,False,0.0,True,False
81,user_0004,2024-03-04,ios,tiktok,5.7,False,False,0.0,True,False
82,user_0004,2024-03-05,ios,tiktok,8.0,False,False,0.0,True,False
83,user_0004,2024-03-06,ios,tiktok,4.0,True,False,0.0,True,False
84,user_0004,2024-03-07,ios,tiktok,3.4,False,False,0.0,True,False
85,user_0004,2024-03-08,ios,tiktok,4.0,False,False,0.0,True,False
86,user_0004,2024-03-09,ios,tiktok,6.8,True,False,0.0,True,False
87,user_0004,2024-03-10,ios,tiktok,5.7,False,False,0.0,True,False
88,user_0004,2024-03-11,ios,tiktok,3.9,False,False,0.0,True,False
89,user_0004,2024-03-12,ios,tiktok,6.0,False,False,0.0,True,False
90,user_0004,2024-03-13,ios,tiktok,5.2,False,False,0.0,True,False
91,user_0004,2024-03-14,ios,tiktok,6.9,False,False,0.0,True,False
92,user_0004,2024-03-15,ios,tiktok,3.6,False,False,0.0,True,False
93,user_0004,2024-03-16,ios,tiktok,4.3,False,False,0.0,True,False
94,user_0004,2024-03-17,ios,tiktok,4.2,False,False,0.0,True,False
95,user_0004,2024-03-18,ios,tiktok,2.1,False,False,0.0,True,False
96,user_0004,2024-03-19,ios,tiktok,5.6,False,False,0.0,True,False
97,user_0004,2024-03-20,ios,tiktok,5.5,False,False,0.0,True,False
98,user_0005,2024-01-18,android,vk_ads,8.0,True,False,0.0,False,False
99,user_0005,2024-01-19,android,vk_ads,7.3,True,False,0.0,False,False
100,user_0005,2024-01-20,android,vk_ads,3.8,False,False,0.0,False,False
101,user_0005,2024-01-21,android,vk_ads,6.7,True,False,0.0,False,False
102,user_0005,2024-01-22,android,vk_ads,7.0,True,False,0.0,False,False
103,user_0005,2024-01-23,android,vk_ads,5.6,True,False,0.0,False,False
104,user_0005,2024-01-24,android,vk_ads,7.5,True,False,0.0,False,False
105,user_0005,2024-01-25,android,vk_ads,9.2,False,False,0.0,False,False
106,user_0005,2024-01-26,android,vk_ads,13.7,False,False,0.0,False,False
107,user_0005,2024-01-27,android,vk_ads,8.5,True,False,0.0,False,False
108,user_0005,2024-01-28,android,vk_ads,8.8,True,False,0.0,False,False
109,user_0005,2024-01-29,android,vk_ads,7.8,False,False,0.0,False,False
110,user_0005,2024-01-30,android,vk_ads,2.2,True,False,0.0,False,False
111,user_0005,2024-01-31,android,vk_ads,7.9,False,False,0.0,False,False
112,user_0005,2024-02-01,android,vk_ads,5.1,False,False,0.0,True,False
113,user_0005,2024-02-02,android,vk_ads,9.9,False,False,0.0,True,False
114,user_0005,2024-02-03,android,vk_ads,4.6,True,False,0.0,True,False
115,user_0005,2024-02-04,android,vk_ads,5.6,False,False,0.0,True,False
116,user_0005,2024-02-05,android,vk_ads,4.9,True,False,0.0,True,False
117,user_0005,2024-02-06,android,vk_ads,2.7,False,False,0.0,True,False
118,user_0005,2024-02-07,android,vk_ads,7.3,False,False,0.0,True,False
119,user_0005,2024-02-08,android,vk_ads,6.5,False,False,0.0,True,False
120,user_0005,2024-02-09,android,vk_ads,6.6,False,False,0.0,True,False
121,user_0005,2024-02-10,android,vk_ads,3.2,False,False,0.0,True,False
122,user_0005,2024-02-11,android,vk_ads,7.8,False,False,0.0,True,False
123,user_0005,2024-02-12,android,vk_ads,2.2,True,False,0.0,True,False
124,user_0005,2024-02-13,android,vk_ads,6.2,False,False,0.0,True,False
125,user_0005,2024-02-14,android,vk_ads,9.4,False,False,0.0,True,False
126,user_0005,2024-02-15,android,vk_ads,3.0,False,False,0.0,True,False
127,user_0005,2024-02-16,android,vk_ads,3.9,False,False,0.0,True,False
128,user_0006,2024-02-20,android,tiktok,5.2,False,False,0.0,True,True
129,user_0006,2024-02-21,android,tiktok,4.0,True,False,0.0,True,True
130,user_0006,2024-02-22,android,tiktok,1.9,True,False,0.0,True,True
131,user_0006,2024-02-23,android,tiktok,5.1,False,False,0.0,True,True
132,user_0006,2024-02-24,android,tiktok,2.9,False,False,0.0,True,True
133,user_0006,2024-02-25,android,tiktok,5.9,False,False,0.0,True,True
134,user_0006,2024-02-26,android,tiktok,3.2,False,False,0.0,True,True
135,user_0006,2024-02-27,android,tiktok,8.1,True,False,0.0,True,True
136,user_0006,2024-02-28,android,tiktok,3.4,False,False,0.0,True,True
137,user_0006,2024-02-29,android,tiktok,4.4,False,False,0.0,True,True
138,user_0006,2024-03-01,android,tiktok,6.6,False,False,0.0,True,True
139,user_0006,2024-03-02,android,tiktok,2.5,True,False,0.0,True,True
140,user_0006,2024-03-03,android,tiktok,5.5,True,False,0.0,True,True
141,user_0006,2024-03-04,android,tiktok,7.6,True,False,0.0,True,True
142,user_0006,2024-03-05,android,tiktok,1.8,False,False,0.0,True,True
143,user_0006,2024-03-06,android,tiktok,5.4,False,False,0.0,True,True
144,user_0006,2024-03-07,android,tiktok,5.5,False,False,0.0,True,True
145,user_0006,2024-03-08,android,tiktok,6.6,False,False,0.0,True,True
146,user_0006,2024-03-09,android,tiktok,2.5,True,False,0.0,True,True
147,user_0006,2024-03-10,android,tiktok,2.4,False,False,0.0,True,True
148,user_0006,2024-03-11,android,tiktok,6.0,False,False,0.0,True,True
149,user_0006,2024-03-12,android,tiktok,5.6,False,False,0.0,True,True
150,user_0006,2024-03-13,android,tiktok,5.5,False,False,0.0,True,True
151,user_0006,2024-03-14,android,tiktok,5.7,False,False,0.0,True,True
152,user_0006,2024-03-15,android,tiktok,3.6,True,False,0.0,True,True
153,user_0006,2024-03-16,android,tiktok,5.5,False,False,0.0,True,True
154,user_0006,2024-03-17,android,tiktok,5.6,True,False,0.0,True,True
155,user_0007,2024-01-06,ios,vk_ads,5.9,True,False,0.0,False,False
156,user_0007,2024-01-07,ios,vk_ads,13.6,True,False,0.0,False,False
157,user_0007,2024-01-08,ios,vk_ads,9.4,True,False,0.0,False,False
158,user_0007,2024-01-09,ios,vk_ads,4.4,True,False,0.0,False,False
159,user_0007,2024-01-10,ios,vk_ads,10.0,True,False,0.0,False,False
160,user_0007,2024-01-11,ios,vk_ads,5.1,True,False,0.0,False,False
161,user_0007,2024-01-12,ios,vk_ads,10.4,True,False,0.0,False,False
162,user_0007,2024-01-13,ios,vk_ads,11.5,False,False,0.0,False,False
163,user_0007,2024-01-14,ios,vk_ads,5.5,False,False,0.0,False,False
164,user_0007,2024-01-15,ios,vk_ads,10.9,False,False,0.0,False,False
165,user_0007,2024-01-16,ios,vk_ads,9.2,False,False,0.0,False,False
166,user_0007,2024-01-17,ios,vk_ads,10.5,False,False,0.0,False,False
167,user_0007,2024-01-18,ios,vk_ads,13.7,False,False,0.0,False,False
168,user_0007,2024-01-19,ios,vk_ads,7.3,True,False,0.0,False,False
169,user_0007,2024-01-20,ios,vk_ads,5.7,True,False,0.0,False,False
170,user_0007,2024-01-21,ios,vk_ads,5.3,True,False,0.0,False,False
171,user_0007,2024-01-22,ios,vk_ads,5.6,True,False,0.0,False,False
172,user_0007,2024-01-23,ios,vk_ads,7.8,True,False,0.0,False,False
173,user_0007,2024-01-24,ios,vk_ads,9.0,False,False,0.0,False,False
174,user_0007,2024-01-25,ios,vk_ads,8.8,True,False,0.0,False,False
175,user_0007,2024-01-26,ios,vk_ads,10.5,True,False,0.0,False,False
176,user_0007,2024-01-27,ios,vk_ads,8.0,True,False,0.0,False,False
177,user_0007,2024-01-28,ios,vk_ads,12.4,True,False,0.0,False,False
178,user_0008,2024-02-25,ios,organic,4.5,False,False,0.0,True,False
179,user_0008,2024-02-26,ios,organic,10.4,False,False,0.0,True,False
180,user_0008,2024-02-27,ios,organic,6.3,True,False,0.0,True,False
181,user_0008,2024-02-28,ios,organic,3.3,True,True,9.65,True,False
182,user_0008,2024-02-29,ios,organic,6.0,False,False,0.0,True,False
183,user_0008,2024-03-01,ios,organic,4.6,True,False,0.0,True,False
184,user_0008,2024-03-02,ios,organic,6.4,False,False,0.0,True,False
185,user_0008,2024-03-03,ios,organic,5.9,False,False,0.0,True,False
186,user_0008,2024-03-04,ios,organic,4.9,True,False,0.0,True,False
187,user_0008,2024-03-05,ios,organic,3.3,False,False,0.0,True,False
188,user_0009,2024-01-09,android,yandex_direct,3.5,False,False,0.0,False,False
189,user_0009,2024-01-10,android,yandex_direct,6.7,False,True,19.28,False,False
190,user_0009,2024-01-11,android,yandex_direct,8.6,True,False,0.0,False,False
191,user_0009,2024-01-12,android,yandex_direct,4.3,True,False,0.0,False,False
192,user_0009,2024-01-13,android,yandex_direct,8.5,False,False,0.0,False,False
193,user_0009,2024-01-14,android,yandex_direct,9.2,False,False,0.0,False,False
194,user_0009,2024-01-15,android,yandex_direct,5.3,True,False,0.0,False,False
195,user_0009,2024-01-16,android,yandex_direct,8.5,True,False,0.0,False,False
196,user_0009,2024-01-17,android,yandex_direct,8.2,False,False,0.0,False,False
197,user_0009,2024-01-18,android,yandex_direct,4.6,True,False,0.0,False,False
198,user_0009,2024-01-19,android,yandex_direct,9.1,True,False,0.0,False,False
199,user_0009,2024-01-20,android,yandex_direct,9.7,False,False,0.0,False,False
200,user_0009,2024-01-21,android,yandex_direct,11.2,True,False,0.0,False,False
201,user_0009,2024-01-22,android,yandex_direct,11.2,True,False,0.0,False,False
202,user_0009,2024-01-23,android,yandex_direct,3.9,False,False,0.0,False,False
203,user_0009,2024-01-24,android,yandex_direct,5.2,False,False,0.0,False,False
204,user_0009,2024-01-25,android,yandex_direct,9.5,True,False,0.0,False,False
205,user_0009,2024-01-26,android,yandex_direct,9.5,False,False,0.0,False,False
206,user_0009,2024-01-27,android,yandex_direct,9.5,False,False,0.0,False,False
207,user_0009,2024-01-28,android,yandex_direct,19.6,False,False,0.0,False,False
208,user_0009,2024-01-29,android,yandex_direct,9.7,False,False,0.0,False,False
209,user_0009,2024-01-30,android,yandex_direct,11.4,False,False,0.0,False,False
210,user_0009,2024-01-31,android,yandex_direct,10.9,True,False,0.0,False,False
211,user_0009,2024-02-01,android,yandex_direct,6.3,True,False,0.0,True,False
212,user_0009,2024-02-02,android,yandex_direct,4.4,True,False,0.0,True,False
213,user_0009,2024-02-03,android,yandex_direct,6.5,True,False,0.0,True,False
214,user_0009,2024-02-04,android,yandex_direct,3.5,False,False,0.0,True,False
215,user_0009,2024-02-05,android,yandex_direct,4.5,True,False,0.0,True,False
216,user_0009,2024-02-06,android,yandex_direct,4.0,True,False,0.0,True,False
217,user_0009,2024-02-07,android,yandex_direct,5.2,False,False,0.0,True,False
218,user_0010,2024-01-05,ios,tiktok,14.9,True,False,0.0,False,False
219,user_0010,2024-01-06,ios,tiktok,2.4,True,False,0.0,False,False
220,user_0010,2024-01-07,ios,tiktok,10.1,True,False,0.0,False,False
221,user_0010,2024-01-08,ios,tiktok,3.2,True,False,0.0,False,False
222,user_0010,2024-01-09,ios,tiktok,6.6,True,False,0.0,False,False
223,user_0010,2024-01-10,ios,tiktok,11.3,False,False,0.0,False,False
224,user_0010,2024-01-11,ios,tiktok,8.2,True,False,0.0,False,False
225,user_0010,2024-01-12,ios,tiktok,4.8,False,False,0.0,False,False
226,user_0010,2024-01-13,ios,tiktok,5.9,True,False,0.0,False,False
227,user_0010,2024-01-14,ios,tiktok,10.0,False,False,0.0,False,False
228,user_0010,2024-01-15,ios,tiktok,5.8,True,False,0.0,False,False
229,user_0010,2024-01-16,ios,tiktok,8.6,False,False,0.0,False,False
230,user_0010,2024-01-17,ios,tiktok,8.1,True,False,0.0,False,False
231,user_0010,2024-01-18,ios,tiktok,6.0,True,False,0.0,False,False
232,user_0010,2024-01-19,ios,tiktok,14.4,True,False,0.0,False,False
233,user_0010,2024-01-20,ios,tiktok,9.9,False,False,0.0,False,False
234,user_0010,2024-01-21,ios,tiktok,1.9,False,False,0.0,False,False
235,user_0010,2024-01-22,ios,tiktok,8.6,False,False,0.0,False,False
236,user_0010,2024-01-23,ios,tiktok,6.0,True,False,0.0,False,False
237,user_0010,2024-01-24,ios,tiktok,10.6,False,False,0.0,False,False
238,user_0010,2024-01-25,ios,tiktok,5.6,False,False,0.0,False,False
239,user_0010,2024-01-26,ios,tiktok,7.7,True,False,0.0,False,False
240,user_0010,2024-01-27,ios,tiktok,9.5,True,False,0.0,False,False
241,user_0010,2024-01-28,ios,tiktok,10.6,False,False,0.0,False,False
242,user_0010,2024-01-29,ios,tiktok,4.4,True,False,0.0,False,False
243,user_0010,2024-01-30,ios,tiktok,7.0,True,False,0.0,False,False
244,user_0010,2024-01-31,ios,tiktok,6.6,False,False,0.0,False,False
245,user_0010,2024-02-01,ios,tiktok,3.7,False,False,0.0,True,False
246,user_0010,2024-02-02,ios,tiktok,8.5,False,False,0.0,True,False
247,user_0010,2024-02-03,ios,tiktok,5.8,False,False,0.0,True,False
248,user_0011,2024-01-20,android,tiktok,4.2,False,False,0.0,False,True
249,user_0011,2024-01-21,android,tiktok,10.8,False,False,0.0,False,True
250,user_0011,2024-01-22,android,tiktok,14.4,False,False,0.0,False,True
251,user_0011,2024-01-23,android,tiktok,11.1,False,False,0.0,False,True
252,user_0011,2024-01-24,android,tiktok,3.4,True,False,0.0,False,True
253,user_0011,2024-01-25,android,tiktok,6.5,False,False,0.0,False,True
254,user_0011,2024-01-26,android,tiktok,11.8,False,False,0.0,False,True
255,user_0011,2024-01-27,android,tiktok,5.9,False,False,0.0,False,True
256,user_0011,2024-01-28,android,tiktok,9.3,False,False,0.0,False,True
257,user_0011,2024-01-29,android,tiktok,10.3,True,False,0.0,False,True
258,user_0011,2024-01-30,android,tiktok,5.2,True,False,0.0,False,True
259,user_0011,2024-01-31,android,tiktok,7.8,True,False,0.0,False,True
260,user_0011,2024-02-01,android,tiktok,1.0,False,False,0.0,True,True
261,user_0011,2024-02-02,android,tiktok,3.0,True,False,0.0,True,True
262,user_0011,2024-02-03,android,tiktok,4.5,True,False,0.0,True,True
263,user_0011,2024-02-04,android,tiktok,2.5,False,False,0.0,True,True
264,user_0011,2024-02-05,android,tiktok,8.3,False,False,0.0,True,True
265,user_0011,2024-02-06,android,tiktok,2.1,True,False,0.0,True,True
266,user_0011,2024-02-07,android,tiktok,4.1,False,False,0.0,True,True
267,user_0011,2024-02-08,android,tiktok,5.3,True,False,0.0,True,True
268,user_0011,2024-02-09,android,tiktok,7.9,False,False,0.0,True,True
269,user_0011,2024-02-10,android,tiktok,2.1,False,False,0.0,True,True
270,user_0011,2024-02-11,android,tiktok,7.3,False,False,0.0,True,True
271,user_0011,2024-02-12,android,tiktok,5.0,False,False,0.0,True,True
272,user_0011,2024-02-13,android,tiktok,3.0,False,False,0.0,True,True
273,user_0011,2024-02-14,android,tiktok,5.9,False,False,0.0,True,True
274,user_0011,2024-02-15,android,tiktok,5.4,False,False,0.0,True,True
275,user_0011,2024-02-16,android,tiktok,3.8,True,False,0.0,True,True
276,user_0011,2024-02-17,android,tiktok,5.1,False,False,0.0,True,True
277,user_0011,2024-02-18,android,tiktok,4.2,False,False,0.0,True,True
278,user_0012,2024-01-25,ios,yandex_direct,8.3,False,False,0.0,False,False
279,user_0012,2024-01-26,ios,yandex_direct,10.0,False,False,0.0,False,False
280,user_0012,2024-01-27,ios,yandex_direct,12.8,False,False,0.0,False,False
281,user_0012,2024-01-28,ios,yandex_direct,4.3,False,False,0.0,False,False
282,user_0012,2024-01-29,ios,yandex_direct,14.4,True,False,0.0,False,False
283,user_0012,2024-01-30,ios,yandex_direct,2.1,False,False,0.0,False,False
284,user_0012,2024-01-31,ios,yandex_direct,7.5,True,False,0.0,False,False
285,user_0012,2024-02-01,ios,yandex_direct,6.2,False,False,0.0,True,False
286,user_0012,2024-02-02,ios,yandex_direct,5.6,False,False,0.0,True,False
287,user_0012,2024-02-03,ios,yandex_direct,3.8,False,False,0.0,True,False
288,user_0012,2024-02-04,ios,yandex_direct,4.6,False,False,0.0,True,False
289,user_0012,2024-02-05,ios,yandex_direct,4.0,False,False,0.0,True,False
290,user_0012,2024-02-06,ios,yandex_direct,3.8,False,False,0.0,True,False
291,user_0012,2024-02-07,ios,yandex_direct,6.7,False,True,16.79,True,False
292,user_0012,2024-02-08,ios,yandex_direct,3.6,False,False,0.0,True,False
293,user_0012,2024-02-09,ios,yandex_direct,6.8,False,False,0.0,True,False
294,user_0012,2024-02-10,ios,yandex_direct,5.6,True,False,0.0,True,False
295,user_0012,2024-02-11,ios,yandex_direct,6.6,False,False,0.0,True,False
296,user_0012,2024-02-12,ios,yandex_direct,6.3,False,False,0.0,True,False
297,user_0012,2024-02-13,ios,yandex_direct,3.3,False,False,0.0,True,False
298,user_0012,2024-02-14,ios,yandex_direct,3.9,False,False,0.0,True,False
299,user_0012,2024-02-15,ios,yandex_direct,6.5,True,False,0.0,True,False
300,user_0012,2024-02-16,ios,yandex_direct,6.2,False,False,0.0,True,False
301,user_0012,2024-02-17,ios,yandex_direct,5.0,False,False,0.0,True,False
302,user_0012,2024-02-18,ios,yandex_direct,5.2,False,False,0.0,True,False
303,user_0012,2024-02-19,ios,yandex_direct,7.6,True,False,0.0,True,False
304,user_0012,2024-02-20,ios,yandex_direct,3.8,True,False,0.0,True,False
305,user_0012,2024-02-21,ios,yandex_direct,6.1,True,False,0.0,True,False
306,user_0012,2024-02-22,ios,yandex_direct,4.6,False,False,0.0,True,False
307,user_0012,2024-02-23,ios,yandex_direct,4.6,True,False,0.0,True,False
308,user_0013,2024-01-30,android,yandex_direct,11.3,True,False,0.0,False,False
309,user_0013,2024-01-31,android,yandex_direct,10.5,False,False,0.0,False,False
310,user_0013,2024-02-01,android,yandex_direct,6.6,False,False,0.0,True,False
311,user_0013,2024-02-02,android,yandex_direct,7.6,False,False,0.0,True,False
312,user_0013,2024-02-03,android,yandex_direct,5.0,True,False,0.0,True,False
313,user_0013,2024-02-04,android,yandex_direct,6.4,False,False,0.0,True,False
314,user_0013,2024-02-05,android,yandex_direct,4.4,False,False,0.0,True,False
315,user_0013,2024-02-06,android,yandex_direct,5.6,False,False,0.0,True,False
316,user_0013,2024-02-07,android,yandex_direct,4.7,False,False,0.0,True,False
317,user_0013,2024-02-08,android,yandex_direct,5.2,False,False,0.0,True,False
318,user_0013,2024-02-09,android,yandex_direct,6.2,False,False,0.0,True,False
319,user_0013,2024-02-10,android,yandex_direct,3.4,True,False,0.0,True,False
320,user_0013,2024-02-11,android,yandex_direct,9.2,False,False,0.0,True,False
321,user_0013,2024-02-12,android,yandex_direct,3.0,False,False,0.0,True,False
322,user_0013,2024-02-13,android,yandex_direct,2.6,False,False,0.0,True,False
323,user_0013,2024-02-14,android,yandex_direct,7.3,True,False,0.0,True,False
324,user_0013,2024-02-15,android,yandex_direct,6.6,False,False,0.0,True,False
325,user_0013,2024-02-16,android,yandex_direct,6.2,False,False,0.0,True,False
326,user_0013,2024-02-17,android,yandex_direct,6.3,False,False,0.0,True,False
327,user_0013,2024-02-18,android,yandex_direct,5.0,True,False,0.0,True,False
328,user_0013,2024-02-19,android,yandex_direct,3.2,False,False,0.0,True,False
329,user_0013,2024-02-20,android,yandex_direct,5.2,False,False,0.0,True,False
330,user_0013,2024-02-21,android,yandex_direct,3.6,False,False,0.0,True,False
331,user_0013,2024-02-22,android,yandex_direct,7.0,False,False,0.0,True,False
332,user_0013,2024-02-23,android,yandex_direct,4.7,True,False,0.0,True,False
333,user_0013,2024-02-24,android,yandex_direct,3.3,True,False,0.0,True,False
334,user_0013,2024-02-25,android,yandex_direct,4.4,False,False,0.0,True,False
335,user_0013,2024-02-26,android,yandex_direct,5.8,False,False,0.0,True,False
336,user_0013,2024-02-27,android,yandex_direct,3.9,False,False,0.0,True,False
337,user_0013,2024-02-28,android,yandex_direct,3.4,False,False,0.0,True,False
338,user_0014,2024-01-26,ios,tiktok,8.7,False,False,0.0,False,False
339,user_0014,2024-01-27,ios,tiktok,8.7,True,False,0.0,False,False
340,user_0014,2024-01-28,ios,tiktok,6.5,False,True,12.64,False,False
341,user_0014,2024-01-29,ios,tiktok,8.7,True,False,0.0,False,False
342,user_0014,2024-01-30,ios,tiktok,3.7,True,False,0.0,False,False
343,user_0014,2024-01-31,ios,tiktok,3.8,False,False,0.0,False,False
344,user_0014,2024-02-01,ios,tiktok,3.6,False,False,0.0,True,False
345,user_0014,2024-02-02,ios,tiktok,4.6,False,False,0.0,True,False
346,user_0014,2024-02-03,ios,tiktok,5.6,False,False,0.0,True,False
347,user_0014,2024-02-04,ios,tiktok,8.0,True,False,0.0,True,False
348,user_0014,2024-02-05,ios,tiktok,6.7,False,False,0.0,True,False
349,user_0014,2024-02-06,ios,tiktok,4.7,False,False,0.0,True,False
350,user_0014,2024-02-07,ios,tiktok,5.0,False,False,0.0,True,False
351,user_0014,2024-02-08,ios,tiktok,3.0,True,False,0.0,True,False
352,user_0014,2024-02-09,ios,tiktok,5.0,False,False,0.0,True,False
353,user_0014,2024-02-10,ios,tiktok,4.4,True,False,0.0,True,False
354,user_0014,2024-02-11,ios,tiktok,5.6,False,False,0.0,True,False
355,user_0014,2024-02-12,ios,tiktok,3.3,True,False,0.0,True,False
356,user_0014,2024-02-13,ios,tiktok,6.0,False,False,0.0,True,False
357,user_0014,2024-02-14,ios,tiktok,8.1,True,False,0.0,True,False
358,user_0014,2024-02-15,ios,tiktok,4.8,False,False,0.0,True,False
359,user_0014,2024-02-16,ios,tiktok,5.8,False,False,0.0,True,False
360,user_0014,2024-02-17,ios,tiktok,6.4,False,False,0.0,True,False
361,user_0014,2024-02-18,ios,tiktok,4.2,True,False,0.0,True,False
362,user_0014,2024-02-19,ios,tiktok,5.4,True,False,0.0,True,False
363,user_0014,2024-02-20,ios,tiktok,5.0,True,False,0.0,True,False
