user_id,exp_group,user_segment,viewed_page,clicked_button,time_on_page
100120,test,new,1,0,13.76120270256888
100121,control,new,1,0,10.0
100122,control,returning,1,0,45.08716203287831
100123,test,returning,1,1,40.88148663850912
100124,test,new,1,1,10.0
100125,test,returning,1,0,47.82339189149661
100126,control,returning,1,0,54.2217975809006
100127,test,new,1,0,23.339126145689878
100128,test,loyal,1,0,75.62775258411787
100129,control,new,1,0,49.53938945199177
100130,test,new,1,0,52.67503928254109
100131,control,new,1,0,15.311149702097428
100132,test,new,1,0,47.91061531288271
100133,test,returning,1,0,39.07532780446843
100134,test,loyal,1,0,57.80893036637705
100135,control,new,1,0,40.402945534885475
100136,control,loyal,1,0,44.160249336901295
100137,control,new,1,0,31.30843865023912
100138,control,new,1,0,37.89861110424874
100139,test,new,1,0,30.526671700703172
100140,control,returning,1,0,54.61382323196747
100141,control,returning,1,0,64.52187637175793
100142,test,new,1,0,30.04789259110491
100143,test,returning,1,0,22.574271587291253
100144,control,returning,1,0,65.59889054955579
100145,test,returning,1,0,60.2729013793678
100146,test,new,1,0,54.26189096623149
100147,control,returning,1,0,15.523808615940048
100148,test,loyal,1,0,45.713193548944716
100149,test,new,1,0,43.379342091501236
100150,control,loyal,1,0,77.90869492099074
100151,test,new,1,0,25.638163507253108
100152,control,loyal,1,0,35.358071372787556
100153,control,returning,1,0,35.31461852209061
100154,test,loyal,1,0,49.467764515243594
100155,control,new,1,0,37.12734614219773
100156,test,new,1,1,29.89577167958608
100157,test,returning,1,0,67.08106784029874
100158,test,new,1,0,68.23110000763663
100159,control,loyal,1,0,71.27351254589617
100160,control,loyal,1,0,56.71934912685283
100161,test,new,1,0,11.450554583199288
100162,test,new,1,0,37.98399506353887
100163,control,returning,1,0,52.74255709459821
100164,test,new,1,0,33.321512354227565
100165,test,returning,1,0,38.2545130066939
100166,control,returning,1,0,35.8428961277005
100167,test,new,1,0,37.8900431763071
100168,test,new,1,0,75.46027294868416
100169,test,new,1,0,31.237754451294773
100170,test,new,1,0,10.0
100171,control,loyal,1,0,26.11253855477012
100172,test,returning,1,0,43.12093215863862
100173,test,loyal,1,0,65.89171281395562
100174,test,loyal,1,0,42.256967029899634
100175,control,loyal,1,0,55.411686596555654
100176,control,loyal,1,0,72.05090342691884
100177,control,new,1,0,21.519625536457553
100178,control,new,1,0,33.23952556451279
100179,control,returning,1,0,63.541789886123894
100180,test,returning,1,0,34.19651528008367
100181,control,new,1,0,10.0
100182,control,new,1,0,43.88725967721561
100183,test,returning,1,0,61.782833199152925
100184,control,returning,1,0,31.268433413836853
100185,test,new,1,0,10.0
100186,control,new,1,0,24.312939658253853
100187,test,loyal,1,0,59.69970435514125
100188,test,returning,1,0,104.61127668160412
100189,test,returning,1,0,43.88395484122435
100190,control,loyal,1,0,36.01083203615581
100191,test,loyal,1,0,81.39935534458544
100192,control,returning,1,0,48.01315118857136
100193,test,new,1,0,35.97654426693092
100194,control,loyal,1,1,65.66124677504597
100195,test,returning,1,0,51.58550353126619
100196,control,new,1,0,10.0
100197,test,new,1,0,45.251015232934876
100198,control,new,1,0,29.95763333376265
100199,control,returning,1,0,27.10819941403919
100200,test,returning,1,0,41.71261885188387
100201,control,returning,1,0,70.97328560550991
100202,test,loyal,1,0,60.136030647506345
100203,test,new,1,0,35.547811812763776
100204,test,new,1,0,30.823852711667122
100205,test,returning,1,0,74.88396544171114
100206,control,new,1,0,15.293586313956204
100207,test,new,1,0,58.14507942252014
100208,test,new,1,0,29.90973130584013
100209,control,returning,1,0,33.05739129977629
100210,test,new,1,0,38.473143794269625
100211,test,returning,1,0,57.42256553900208
100212,control,new,1,0,12.61319541477566
100213,test,loyal,1,0,61.5006958447913
100214,control,new,1,0,46.01871937641786
100215,control,loyal,1,1,57.56405167170773
100216,control,new,1,0,48.499334289614865
100217,control,new,1,0,12.216640225256882
100218,test,returning,1,0,79.14279275470187
100219,control,loyal,1,0,49.45197913112189
100220,control,new,1,0,37.18728474509515
100221,test,loyal,1,1,67.29098235550553
100222,control,returning,1,0,41.33271349068845
100223,test,loyal,1,0,81.5184492636411
100224,test,returning,1,0,71.06137048549469
100225,control,new,1,0,28.42861939814383
100226,control,returning,1,0,36.83746331643512
100227,test,new,1,0,46.07411437868046
100228,control,new,1,0,10.0
100229,control,new,1,0,31.237405844282605
100230,control,new,1,0,30.371866537275253
100231,control,returning,1,0,63.31056210865245
100232,control,new,1,0,25.891690491063567
100233,test,returning,1,0,71.61097969717886
100234,test,new,1,0,44.3461798006047
100235,control,loyal,1,0,53.92118477514886
100236,control,loyal,1,0,74.61021065839904
100237,test,returning,1,0,40.49281327872501
100238,test,new,1,0,37.031550730729954
100239,test,new,1,0,30.77294219750207
100240,control,new,1,0,34.71290235766383
100241,control,new,1,0,10.0
100242,test,new,1,0,29.91786172981238
100243,control,returning,1,0,53.70487774418905
100244,control,returning,1,0,31.50009688330941
100245,control,new,1,0,20.84716079482208
100246,test,returning,1,0,31.920719068963237
100247,control,new,1,0,51.159393111214385
100248,test,returning,1,0,60.37386608928127
100249,test,returning,1,0,45.05310757385767
100250,control,new,1,0,10.0
100251,control,new,1,0,10.0
100252,test,returning,1,0,55.67269733891931
100253,control,new,1,0,20.873634759706878
100254,control,loyal,1,0,65.15575093439212
100255,test,loyal,1,0,42.13611115141533
100256,test,loyal,1,0,48.05622683665063
100257,test,new,1,0,47.293981930792214
100258,control,loyal,1,0,54.05538954659314
100259,control,new,1,0,56.001835214874525
100260,test,new,1,0,25.44090235327245
100261,control,new,1,0,10.0
100262,test,loyal,1,0,68.05153026375152
100263,control,new,1,0,20.681008709479826
100264,control,returning,1,0,56.15207094781029
100265,control,returning,1,0,26.866776350544264
100266,control,returning,1,0,36.127480323098304
100267,control,new,1,0,59.65701972156657
100268,control,new,1,0,32.29988789595967
100269,test,new,1,0,60.711342152942144
100270,control,returning,1,0,47.58132409747632
100271,control,new,1,0,23.645447471822987
100272,control,new,1,0,33.6456755143708
100273,control,loyal,1,0,67.38784504365593
100274,test,returning,1,0,51.917387585545896
100275,control,new,1,0,31.61874704586781
100276,test,returning,1,0,30.853352380740027
100277,control,returning,1,0,68.045373243804
100278,test,new,1,0,51.235229226727256
100279,control,new,1,0,18.62971657161939
100280,test,new,1,0,15.738633782385694
100281,control,returning,1,0,52.07769612241037
100282,control,new,1,0,23.89525891053408
100283,test,new,1,0,43.3088036980096
100284,control,new,1,0,37.418074730593936
100285,test,new,1,0,48.01611075016399
100286,test,new,1,1,15.881240562775329
100287,test,loyal,1,0,66.57963986928583
100288,test,returning,1,0,32.66375543652597
100289,test,new,1,0,26.904520420752
100290,control,new,1,0,26.271001582187125
100291,test,new,1,0,41.878478399956954
100292,control,new,1,0,52.024580105642826
100293,test,returning,1,0,48.455564789912174
100294,control,loyal,1,0,73.00594411124524
100295,test,new,1,0,36.68372816896923
100296,test,new,1,0,10.0
100297,test,new,1,0,59.2032941853448
100298,control,new,1,0,44.575673582873094
100299,test,returning,1,0,55.08297860848958
100300,control,returning,1,0,24.597422443716816
100301,test,new,1,0,39.61534531298746
100302,control,returning,1,0,36.016362135605235
100303,control,returning,1,0,70.88103309980428
100304,control,new,1,0,13.509920857952885
100305,test,returning,1,0,83.91469562483579
100306,control,loyal,1,0,53.65834973075054
100307,test,returning,1,0,40.338383053262774
100308,test,new,1,0,13.575368359399594
100309,control,new,1,0,43.13578732575814
100310,test,new,1,0,38.3325197740737
100311,test,returning,1,0,56.497605983731205
100312,control,new,1,0,39.56756730851371
100313,control,returning,1,0,56.23050389418391
100314,control,returning,1,0,35.61091329584341
100315,test,returning,1,0,54.10194112834408
100316,test,new,1,0,36.21349948340292
100317,test,returning,1,0,33.04245828851742
100318,test,returning,1,0,47.100333387823206
100319,test,returning,1,0,62.131335619283846
100320,control,loyal,1,0,24.806437978867017
100321,control,new,1,0,27.08385354927063
100322,test,returning,1,0,45.65902516171223
100323,control,returning,1,0,70.45825530475904
100324,control,returning,1,0,33.331391605117965
100325,control,loyal,1,0,39.28579605816476
100326,control,returning,1,0,41.06607312474749
100327,test,returning,1,0,45.55759155398518
100328,control,loyal,1,0,59.862828589910976
100329,test,new,1,0,27.04711240283075
100330,test,new,1,0,45.199570242455316
100331,test,loyal,1,0,37.63940527667013
100332,test,returning,1,0,33.12953018547017
100333,test,new,1,0,18.063658297063256
100334,control,new,1,0,45.43592371098962
100335,control,new,1,0,15.04060766764935
100336,control,loyal,1,0,78.88067696778948
100337,test,new,1,0,12.096573576980212
100338,control,new,1,0,60.251358373023834
100339,control,new,1,0,24.804179053302327
100340,test,new,1,0,63.77032057116085
100341,test,returning,1,0,28.730483233449462
100342,control,returning,1,0,57.05942636496509
100343,test,returning,1,0,21.79017172755647
100344,control,loyal,1,0,80.59879473185728
100345,control,returning,1,0,36.621690326403105
100346,control,returning,1,0,57.71505308108452
100347,control,new,1,0,27.64056971766678
100348,test,returning,1,0,57.8007814298591
100349,test,new,1,0,10.09829804696436
100350,test,new,1,0,19.469165891191224
100351,test,new,1,0,17.54610565871819
100352,control,new,1,0,36.95590096874614
100353,control,loyal,1,0,59.733726852778354
100354,control,loyal,1,0,23.748950556860926
100355,control,new,1,1,69.13896375179026
100356,control,new,1,0,52.22256595837557
100357,control,loyal,1,0,34.26149900268244
100358,test,new,1,0,32.90564171776547
100359,control,loyal,1,0,64.51848316976822
100360,test,new,1,0,10.0
100361,control,new,1,0,43.32426793123651
100362,test,new,1,1,22.16323105692677
100363,control,new,1,0,37.85971831805219
100364,control,new,1,0,29.99579777493253
100365,test,new,1,0,33.63314092258444
100366,test,loyal,1,0,32.510696098729255
100367,control,loyal,1,0,40.06505140586551
100368,test,new,1,0,30.268698085260617
100369,test,new,1,0,35.211298360099576
100370,test,returning,1,0,53.29734304787679
100371,test,new,1,0,34.81547049088239
100372,control,returning,1,0,36.0682510178219
100373,test,new,1,0,15.887155044773383
100374,test,new,1,0,47.90985334482474
100375,control,new,1,0,30.83348571191602
100376,test,loyal,1,0,61.61533445429758
100377,control,loyal,1,0,63.389246099214176
100378,test,new,1,0,35.99313190998958
100379,control,new,1,0,40.6988358139555
100380,control,returning,1,0,40.48079069575411
100381,test,new,1,0,67.84888893584622
100382,test,new,1,0,29.140990939645057
100383,test,new,1,0,39.34960843430456
100384,test,returning,1,0,61.29911206766393
100385,control,new,1,1,48.79015730410707
100386,control,new,1,0,39.50666411589483
100387,test,returning,1,0,76.46337736326737
100388,test,returning,1,0,37.52931321177137
100389,control,returning,1,0,43.590838737682525
100390,control,loyal,1,0,52.38456534161713
100391,control,returning,1,0,30.85794321047189
100392,test,loyal,1,0,56.00636313442527
100393,control,new,1,0,34.47218824282963
100394,control,loyal,1,0,54.13060734172357
100395,control,new,1,0,37.10985434708257
100396,control,returning,1,0,52.616937320253044
100397,control,loyal,1,0,54.90202136386632
100398,control,new,1,0,37.211962805245065
100399,test,loyal,1,0,94.41779647044997
100400,control,returning,1,0,45.78050977953716
100401,control,loyal,1,0,55.47095024096268
100402,test,returning,1,0,58.4120571757471
100403,control,returning,1,0,36.772119520707506
100404,test,new,1,0,41.719941622156654
100405,control,returning,1,0,35.743169501734265
100406,test,returning,1,0,15.828176274323077
100407,control,new,1,0,10.0
100408,control,new,1,0,37.50211124210292
100409,control,new,1,0,53.57259062915047
100410,control,new,1,0,47.924401014059576
100411,control,loyal,1,0,58.812882591421996
100412,test,returning,1,0,68.05097027465223
100413,test,new,1,0,37.49516659157656
100414,control,new,1,0,45.481606337261006
100415,test,new,1,0,30.606740607811123
100416,control,returning,1,0,50.93911497542067
100417,control,returning,1,0,48.509888727631576
100418,control,new,1,0,67.07245853205531
100419,test,new,1,0,17.452030841795033
100420,test,returning,1,0,70.25540924513803
100421,control,new,1,0,21.6322914350848
100422,test,new,1,0,55.96785599292136
100423,test,new,1,0,25.13717039976568
100424,control,new,1,0,30.359436881855206
100425,test,returning,1,0,53.72076703355903
100426,test,new,1,0,38.374264191865734
100427,control,returning,1,0,35.16467283684998
100428,test,returning,1,0,77.54836483186126
100429,control,returning,1,0,33.97449110702486
100430,control,returning,1,0,28.527880735751488
100431,control,loyal,1,0,44.43058973162972
100432,control,loyal,1,0,50.07660129248933
100433,control,returning,1,0,60.278362671173866
100434,control,new,1,0,21.880037364446636
100435,control,new,1,0,18.536928229823634
100436,test,returning,1,0,73.53214765541148
100437,control,new,1,0,35.82709697538716
100438,test,loyal,1,0,57.41509502125408
100439,control,new,1,0,27.75609178472863
100440,control,returning,1,0,63.623448890527875
100441,control,new,1,0,13.681312469459282
100442,test,returning,1,0,50.88423674524958
100443,control,returning,1,0,55.34721266479064
100444,control,returning,1,0,55.110489184276986
100445,test,new,1,0,40.71461794588472
100446,test,new,1,0,27.320128430990962
100447,control,new,1,0,40.53751731078572
100448,test,new,1,0,47.68269304488278
100449,control,returning,1,0,41.18705860988199
100450,control,returning,1,0,52.085346027260286
100451,test,returning,1,0,59.60416359983966
100452,control,loyal,1,0,39.849043191792184
100453,test,returning,1,0,53.966876229579086
100454,test,new,1,0,51.05845937683783
100455,control,new,1,0,21.722656823525924
100456,control,new,1,0,10.0
100457,control,new,1,0,47.8940759172378
100458,test,new,1,0,34.865282334575205
100459,test,new,1,0,42.983587714695474
100460,control,new,1,0,22.47875177835531
100461,control,returning,1,0,40.45276583031331
100462,test,returning,1,0,54.68697811515505
100463,test,returning,1,1,46.98501068525566
100464,test,new,1,0,41.52844685664181
100465,control,returning,1,0,58.38194870134069
100466,test,returning,1,0,76.94631745613884
100467,control,returning,1,0,27.23758493139708
100468,control,returning,1,0,36.688050977905476
100469,test,new,1,0,29.620620763957085
100470,control,returning,1,0,71.15853844580145
100471,test,new,1,0,26.354483071815324
100472,control,new,1,0,31.61135634346426
100473,control,returning,1,0,43.93199352364686
100474,test,new,1,0,37.110167271703226
100475,control,new,1,1,10.0
100476,test,new,1,0,57.24007750702986
100477,control,returning,1,0,35.1901244900169
100478,test,new,1,1,29.67903514271583
100479,control,new,1,0,10.0
100480,control,new,1,0,22.656387327464135
100481,test,new,1,0,55.89110971874817
100482,test,new,1,0,10.0
100483,test,new,1,0,27.832047995097074
100484,control,returning,1,0,48.633037021292154
100485,control,new,1,0,46.34349174778908
100486,control,new,1,0,55.09664574904018
100487,control,returning,1,0,44.678000360628054
100488,test,new,1,0,50.79776824144805
100489,control,new,1,0,38.680465582880245
100490,test,new,1,0,44.739495659453496
100491,test,returning,1,0,21.875594661731046
100492,test,new,1,1,15.67510331109115
100493,control,new,1,0,15.41094465845256
100494,control,new,1,0,19.316561229481316
100495,test,returning,1,0,45.26606924971985
100496,test,new,1,1,35.692286005710194
100497,test,new,1,0,29.830322208704636
100498,control,returning,1,0,11.685765601414083
100499,test,returning,1,0,46.48249946069902
100500,control,new,1,0,10.0
100501,control,returning,1,0,58.9012201758719
100502,test,returning,1,0,33.5319361716696
100503,control,returning,1,0,37.36310870147481
100504,test,new,1,0,45.27048546496704
100505,control,new,1,0,10.0
100506,control,new,1,1,40.10193506245217
100507,control,new,1,0,13.74390253063633
100508,test,new,1,0,22.288733505987132
100509,test,new,1,0,68.74730405488282
100510,test,new,1,0,77.64362267501235
100511,test,new,1,0,34.06957096794315
100512,test,returning,1,0,48.04829589863751
100513,control,loyal,1,0,54.991139592182286
100514,control,new,1,0,25.99336869322026
100515,test,new,1,0,29.88423695006768
100516,control,new,1,1,39.159485442144195
100517,test,new,1,0,45.04521579642641
100518,control,new,1,0,22.677713599370342
100519,control,new,1,0,29.39202831947111
100520,test,loyal,1,0,47.30796036944838
100521,control,new,1,0,21.618995129190253
100522,test,loyal,1,0,80.23231660643633
100523,control,new,1,0,42.27339297204217
100524,control,loyal,1,0,39.05029283456137
100525,control,returning,1,0,47.707828049582616
100526,control,new,1,0,36.90061522607058
100527,control,new,1,0,43.97464421951148
100528,test,loyal,1,0,66.63241436731789
100529,test,returning,1,1,66.58928437347046
100530,control,returning,1,0,35.85656919298761
100531,test,returning,1,0,59.42299093298432
100532,test,loyal,1,0,55.76025359582859
100533,control,new,1,0,48.81880636813756
100534,test,returning,1,1,67.02527583236973
100535,control,returning,1,0,54.190888279676614
100536,control,new,1,0,19.292886166475864
100537,test,loyal,1,0,59.096127258730895
100538,test,new,1,0,43.47834353293578
100539,test,new,1,0,34.035903052904985
100540,control,loyal,1,0,54.77951415528874
100541,test,returning,1,0,55.969408763975636
100542,test,new,1,0,30.21701602999991
100543,test,new,1,0,45.87287915721889
100544,control,new,1,0,19.571683614951574
100545,test,new,1,0,30.365069214511017
100546,test,new,1,0,40.128553228747975
100547,control,new,1,0,50.41118805151018
100548,test,loyal,1,0,63.12400869283669
100549,test,new,1,0,47.71040478581489
100550,test,new,1,0,34.91402024630413
100551,control,new,1,0,54.9194027841591
100552,test,returning,1,0,61.63768582294148
100553,test,loyal,1,0,67.5506945132559
100554,control,new,1,0,43.03621681318972
100555,test,loyal,1,0,88.20998487497701
100556,control,returning,1,0,83.37941785175039
100557,test,new,1,0,31.443688476622697
100558,control,returning,1,0,68.8115111038795
100559,control,returning,1,0,34.59839646036207
100560,test,new,1,0,29.66124019141301
100561,control,returning,1,0,27.98094250341947
100562,test,loyal,1,0,47.230604134965816
100563,test,new,1,0,23.433721511290422
100564,test,loyal,1,0,54.49581919924759
100565,test,loyal,1,0,55.721477794902405
100566,control,new,1,0,38.8650461541526
100567,control,new,1,0,27.873903806366375
100568,test,new,1,0,63.063773163706585
100569,control,returning,1,0,61.40268324308816
100570,control,new,1,0,15.627863597556379
100571,control,loyal,1,0,59.026552454921145
100572,control,returning,1,0,38.06603495261742
100573,test,returning,1,0,57.960064115104544
100574,control,new,1,0,32.328751099011335
100575,test,new,1,0,30.93275190426313
100576,test,new,1,0,51.724817260837796
100577,test,loyal,1,0,31.768008867290952
100578,test,returning,1,0,49.85873072795267
100579,test,new,1,0,11.278826562241491
100580,test,returning,1,0,66.1998314151277
100581,test,returning,1,0,51.572021616155055
100582,test,returning,1,0,44.843502319593526
100583,test,new,1,0,22.240310275195327
100584,test,new,1,0,17.716593896837388
100585,test,returning,1,0,24.49300533963834
100586,control,loyal,1,0,57.374824575590495
100587,test,loyal,1,0,56.684542739246176
100588,test,new,1,0,10.0
100589,control,new,1,0,48.28185191372057
100590,control,loyal,1,0,37.058125515634686
100591,control,loyal,1,0,80.96182929923519
100592,control,returning,1,0,57.677398543607
100593,control,returning,1,0,44.27949185065923
100594,test,new,1,0,23.13083925110869
100595,control,new,1,0,44.27053669611329
100596,test,new,1,0,30.82220544872043
100597,test,new,1,0,26.703649849381343
100598,control,new,1,0,52.315275080228915
100599,control,new,1,0,43.34446368212322
100600,test,new,1,0,56.19831544829967
100601,test,loyal,1,0,66.02244540209774
100602,test,new,1,1,11.252774990735155
100603,test,new,1,1,58.24726023772965
100604,control,new,1,0,19.973059369010993
100605,test,returning,1,0,40.889797933063655
100606,control,returning,1,0,49.13707461377689
100607,control,new,1,0,21.401816718803516
100608,control,new,1,1,39.01739089270956
100609,control,returning,1,0,37.81132447462538
100610,test,loyal,1,0,38.64635719176843
100611,control,new,1,0,30.390642483051288
100612,control,new,1,0,45.79442860995835
100613,test,returning,1,0,68.29480213061609
100614,control,new,1,0,39.01239615456322
100615,control,new,1,0,49.36855796035722
100616,control,new,1,0,47.423146795741914
100617,test,new,1,0,10.0
100618,test,returning,1,0,62.99239162285981
100619,control,new,1,0,49.17962106136174
100620,test,loyal,1,1,52.78859116022163
100621,test,new,1,0,39.67065015367913
100622,test,new,1,0,30.508012906784412
100623,test,returning,1,0,60.7684822132366
100624,test,returning,1,0,69.38635932763634
100625,control,returning,1,0,54.880301334834215
100626,test,new,1,0,15.002399492900725
100627,test,new,1,0,45.337278901535335
100628,control,new,1,0,33.86795387323307
100629,control,returning,1,1,33.597203695319564
100630,control,new,1,0,58.458156552645704
100631,control,new,1,0,31.722857923752464
100632,control,new,1,0,19.40528191905363
100633,test,returning,1,1,35.53631455500526
100634,control,new,1,0,15.740661236470368
100635,test,new,1,0,37.7287581044564
100636,control,returning,1,0,75.21397813487731
100637,test,new,1,0,41.88053707754903
100638,test,new,1,0,52.27914926736234
100639,control,returning,1,0,46.98987874022305
100640,control,new,1,0,27.794816451659038
100641,test,returning,1,1,28.502912287195336
100642,test,returning,1,0,42.589015512236124
100643,test,returning,1,0,46.53715335153068
100644,control,returning,1,0,35.35601698948949
100645,control,loyal,1,0,39.44264019021308
100646,test,new,1,0,48.16256257490164
100647,test,new,1,0,10.0
100648,control,new,1,0,29.083160982380733
100649,control,new,1,0,37.41742896705778
100650,control,returning,1,0,33.96970460531764
100651,control,new,1,0,51.55626646191641
100652,control,loyal,1,0,34.819270646490864
100653,test,new,1,0,41.70372032449619
100654,test,new,1,0,31.836923308933912
100655,control,new,1,0,35.23572332525568
100656,control,loyal,1,0,31.24342320125744
100657,test,new,1,0,17.945612634453845
100658,test,returning,1,0,55.983916678873086
100659,test,new,1,0,39.67456112290968
100660,control,loyal,1,1,48.28255586955227
100661,test,returning,1,0,32.63309569095565
100662,control,new,1,0,56.67871273398516
100663,test,returning,1,0,20.566201663869123
100664,test,returning,1,0,52.240051680670575
100665,test,new,1,0,28.608195609419685
100666,test,new,1,0,40.16765961429148
100667,test,loyal,1,0,59.09553463056047
100668,test,loyal,1,0,38.48990078925428
100669,test,loyal,1,0,51.77849753591622
100670,control,returning,1,0,50.76486004511277
100671,control,returning,1,0,62.51247645263857
100672,test,new,1,0,31.588334648086672
100673,control,new,1,0,26.39374862227923
100674,control,loyal,1,0,58.40735982056035
100675,control,loyal,1,0,59.945845380300355
100676,test,returning,1,0,61.82231556165091
100677,control,returning,1,0,14.43386852988808
100678,test,new,1,0,58.74650806459818
100679,control,new,1,0,52.230028923052416
100680,test,returning,1,0,52.72754781285541
100681,control,returning,1,0,50.31594974135204
100682,control,new,1,0,24.034452886792536
100683,control,new,1,0,17.03334609892314
100684,control,new,1,0,38.500184593821714
100685,test,returning,1,0,70.50777733970486
100686,test,new,1,0,64.2747333152648
100687,control,new,1,0,10.0
100688,control,returning,1,1,16.531182739916527
100689,control,returning,1,0,55.08689944812205
100690,control,new,1,0,17.123070915180243
100691,control,loyal,1,0,29.70228762123431
100692,control,returning,1,0,43.74923467290439
100693,test,loyal,1,0,70.78084530366783
100694,control,loyal,1,0,59.10756009716745
100695,test,loyal,1,0,45.18135449512364
100696,test,new,1,0,36.57881123661503
100697,control,new,1,0,33.42435923739673
100698,test,new,1,0,64.65653444651743
100699,test,new,1,0,36.33007682756984
100700,test,new,1,0,25.946715899369206
100701,control,returning,1,0,39.78377112470375
100702,test,new,1,0,29.0832488727224
100703,control,new,1,0,51.29417085812778
100704,test,loyal,1,0,42.8209025449618
100705,control,new,1,0,20.25792715770404
100706,test,new,1,0,30.691357516149765
100707,test,loyal,1,0,49.327917078571865
100708,test,returning,1,0,18.431965985598357
100709,control,loyal,1,0,78.77899256273668
100710,test,loyal,1,0,46.93174804798277
100711,test,new,1,0,28.291739787902056
100712,test,returning,1,0,26.620772159445032
